Name,Business Id,Rating,Url,State,Country,Latitude,Longitude,Lookup,Concatenated Key,Check
Frank and Judy O'Bannon Old Northside Soccer Park,o7KCx6PovPXe9xMDcK0w0A,5,https://www.yelp.com/biz/frank-and-judy-o-bannon-old-northside-soccer-park-indianapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.79,-86.14,#N/A,39.79-86.14,#N/A
Pendleton Falls Park,HLgDsUVINiIDH4i157fjuQ,4.5,https://www.yelp.com/biz/pendleton-falls-park-pendleton?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,40.02,-85.74,#N/A,40.02-85.74,#N/A
Pennsy Trail,WyrJ39V6pIUVqOKKLVswFA,4.5,https://www.yelp.com/biz/pennsy-trail-indianapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.77,-86.06,#N/A,39.77-86.06,#N/A
Watkins Park,zOrdxDGqgMhwiTb173PW2w,3.5,https://www.yelp.com/biz/watkins-park-indianapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.8,-86.17,#N/A,39.8-86.17,#N/A
Wayburn Pocket Park,9FiLup2H3GczQ8YLelspUQ,3.5,https://www.yelp.com/biz/wayburn-pocket-park-cumberland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.78,-85.96,#N/A,39.78-85.96,#N/A
Indianapolis KOA,h5MUi97s54tT5LAHIb5fUQ,3.5,https://www.yelp.com/biz/indianapolis-koa-greenfield-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.81,-85.91,#N/A,39.81-85.91,#N/A
Rev Mozel Sanders Park,cRsnDekrT2pLHbzE2eLHEw,3.5,https://www.yelp.com/biz/rev-mozel-sanders-park-indianapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.78,-86.2,#N/A,39.78-86.2,#N/A
The Idle - A Point of View,BRFcaar0Yz2hqXWxxn_UyA,4.5,https://www.yelp.com/biz/the-idle-a-point-of-view-indianapolis-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.76,-86.14,#N/A,39.76-86.14,#N/A
Wilbur Shaw Soap Box Derby Hill,HMRfgshUoQ9bGPOlmR5ngw,5,https://www.yelp.com/biz/wilbur-shaw-soap-box-derby-hill-indianapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.81,-86.2,#N/A,39.81-86.2,#N/A
Shelbyville City of,rk8-jkhGaZGpYZIJyfHcaA,4,https://www.yelp.com/biz/shelbyville-city-of-shelbyville-13?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.51,-85.78,#N/A,39.51-85.78,#N/A
Robert D Ray Asian Gardens,dkFKMsdbdTksfqokLoyJjg,4,https://www.yelp.com/biz/robert-d-ray-asian-gardens-des-moines?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IA,US,41.59,-93.62,#N/A,41.59-93.62,#N/A
Des Moines East / Newton KOA,OlEkWehIE2vxxPOcKpIvWg,3.5,https://www.yelp.com/biz/des-moines-east-newton-koa-newton?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IA,US,41.69,-93.01,#N/A,41.69-93.01,#N/A
Naftzger Memorial Park,B4YOQmSevlmaIr64x_D0WA,3,https://www.yelp.com/biz/naftzger-memorial-park-wichita?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,KS,US,37.69,-97.33,#N/A,37.69-97.33,#N/A
Keeper Of The Plains Plaza,qj8-RBU7Jh2gALl4tJKHJA,4.5,https://www.yelp.com/biz/keeper-of-the-plains-plaza-wichita?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,KS,US,37.69,-97.35,#N/A,37.69-97.35,#N/A
Falls of the Ohio State Park,XkCCHnx4vWnvAb4YxSELng,4.5,https://www.yelp.com/biz/falls-of-the-ohio-state-park-clarksville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,38.28,-85.76,#N/A,38.28-85.76,#N/A
Marengo Cave Park U.S. National Landmark,G2rid2678w8KGZkvnSf85w,4.5,https://www.yelp.com/biz/marengo-cave-park-u-s-national-landmark-marengo?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,38.38,-86.34,#N/A,38.38-86.34,#N/A
Bernheim Arboretum and Research Forest,Q9_e4CEp3H4RBqBnse0UTA,4.5,https://www.yelp.com/biz/bernheim-arboretum-and-research-forest-clermont?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,KY,US,37.9,-85.62,#N/A,37.9-85.62,#N/A
Saunders Springs Nature Preserve,NN-yOcia8h0_Z2dQbzsl0Q,5,https://www.yelp.com/biz/saunders-springs-nature-preserve-radcliff?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,KY,US,37.85,-85.94,#N/A,37.85-85.94,#N/A
Spring Mill Inn at Spring Mill State Park,IEepMYsKuPfhOrHXfhEWwg,4,https://www.yelp.com/biz/spring-mill-state-park-mitchell?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,38.73,-86.42,#N/A,38.73-86.42,#N/A
"National Park Photography Expeditions, LLC",g2f0Vt_UF8WShSUUO8fFPg,5,https://www.yelp.com/biz/national-park-photography-expeditions-llc-chino-hills-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.01,-117.75,#N/A,34.01-117.75,#N/A
National Park Service,EQxhZmWEUJlb3SfT0zEbAg,5,https://www.yelp.com/biz/national-park-service-newbury-park?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.15,-118.96,#N/A,34.15-118.96,#N/A
Vista Hermosa Natural Park,COvceiqsN4SfZTeZHDlavQ,4.5,https://www.yelp.com/biz/vista-hermosa-natural-park-los-angeles?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.06,-118.26,#N/A,34.06-118.26,#N/A
Baldwin Hills Scenic Overlook,MmH8oPPDKiHR4R75_XAWeA,4.5,https://www.yelp.com/biz/baldwin-hills-scenic-overlook-culver-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.02,-118.38,#N/A,34.02-118.38,#N/A
Runyon Canyon Park,MZg4epnmlRa0eLA_x-JUnQ,4,https://www.yelp.com/biz/runyon-canyon-park-los-angeles-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.11,-118.35,#N/A,34.11-118.35,#N/A
Sturtevant Falls,kJPZ29VCEAvyadf-N5QJkw,4.5,https://www.yelp.com/biz/sturtevant-falls-arcadia-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.18,-118.03,#N/A,34.18-118.03,#N/A
Griffith Park,UlHFHTveER0YfA0I10T09w,4.5,https://www.yelp.com/biz/griffith-park-los-angeles-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.14,-118.29,#N/A,34.14-118.29,#N/A
Greystone Mansion & Gardens - The Doheny Estate,CDIhZlwDJ59FyRv1LOMqLQ,4.5,https://www.yelp.com/biz/greystone-mansion-and-gardens-the-doheny-estate-beverly-hills?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.09,-118.4,#N/A,34.09-118.4,#N/A
Topanga State Park,kKYDEonEka4hd7mgQ6IXaw,4.5,https://www.yelp.com/biz/topanga-state-park-topanga?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.09,-118.59,#N/A,34.09-118.59,#N/A
Cahuenga Peak,K4T3TsjywdzQZZ0pjOecyw,4.5,https://www.yelp.com/biz/cahuenga-peak-los-angeles?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.14,-118.33,#N/A,34.14-118.33,#N/A
Echo Park Lake,hgl5eoGwhOBPAXLnJRrePw,4.5,https://www.yelp.com/biz/echo-park-lake-los-angeles-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.07,-118.26,#N/A,34.07-118.26,#N/A
Lake Hollywood Reservoir,SIh2tzJI0UFkHMusuWak4w,4.5,https://www.yelp.com/biz/lake-hollywood-reservoir-hollywood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.12,-118.33,#N/A,34.12-118.33,#N/A
Angeles National Forest,MoCoJPFwIRrN8Lfo8bh_IQ,4.5,https://www.yelp.com/biz/angeles-national-forest-arcadia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.34,-118.04,#N/A,34.34-118.04,#N/A
Solstice Canyon,M2jzLqtrxVuoc7UDrCmfYg,4.5,https://www.yelp.com/biz/solstice-canyon-malibu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.04,-118.72,#N/A,34.04-118.72,#N/A
Los Angeles State Historic Park,CEIgLjdhkelDu4vxtm8NUQ,4,https://www.yelp.com/biz/los-angeles-state-historic-park-los-angeles?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.07,-118.23,#N/A,34.07-118.23,#N/A
Hollywood RV Park,7mbm5qEAFWzR-NfYGzb6ww,4.5,https://www.yelp.com/biz/hollywood-rv-park-van-nuys?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.21,-118.5,#N/A,34.21-118.5,#N/A
Eaton Canyon Natural Area,mI-6Vy6evA4r2v_HaLaC4w,4,https://www.yelp.com/biz/eaton-canyon-natural-area-pasadena-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.18,-118.1,#N/A,34.18-118.1,#N/A
Enjoy The Mountain,CEXAevX3mLaPgUTKeZ-hNw,4,https://www.yelp.com/biz/enjoy-the-mountain-los-angeles?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.09,-118.38,#N/A,34.09-118.38,#N/A
Abalone Cove Shoreline Park,jTB0PE3HaqgS5bt2hlWNXQ,4.5,https://www.yelp.com/biz/abalone-cove-shoreline-park-rancho-palos-verdes?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,33.74,-118.38,#N/A,33.74-118.38,#N/A
Switzer Falls - USDA Forest Service,A3PfdVN6GsyDvbjTsOiwvQ,4.5,https://www.yelp.com/biz/switzer-falls-usda-forest-service-la-canada-flintridge-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,CA,US,34.27,-118.15,#N/A,34.27-118.15,#N/A
Portland Head Light,PCsIpbUc7SPL9mOr7TKh7A,4.5,https://www.yelp.com/biz/portland-head-light-cape-elizabeth?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.62,-70.21,#N/A,43.62-70.21,#N/A
Jewell Falls,dWel9carkmrV2_njYSI7ZQ,4,https://www.yelp.com/biz/jewell-falls-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.67,-70.32,#N/A,43.67-70.32,#N/A
Fort Williams Park,q_9mBqzTDTeHW1174aKPbw,4.5,https://www.yelp.com/biz/fort-williams-park-cape-elizabeth?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.62,-70.21,#N/A,43.62-70.21,#N/A
Deering Oaks Park,nBsYSef2-YGTgIDofP8qGQ,4.5,https://www.yelp.com/biz/deering-oaks-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.66,-70.27,#N/A,43.66-70.27,#N/A
Bug Light Park,b9LKjn8pvO4oU7zRv9T-5Q,4.5,https://www.yelp.com/biz/bug-light-park-south-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.65,-70.23,#N/A,43.65-70.23,#N/A
Spring Point Ledge Lighthouse,yGPxSozFD531jF2FQag7Fg,4.5,https://www.yelp.com/biz/spring-point-ledge-lighthouse-south-portland-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.65,-70.22,#N/A,43.65-70.22,#N/A
MerryMeeting Trail,2_WkcHwQZy_-QH2aEWxrPg,5,https://www.yelp.com/biz/merrymeeting-trail-brunswick?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.91,-69.91,#N/A,43.91-69.91,#N/A
Western Promenade,BuFDLACTLEbxQkcBBDy9Hg,4.5,https://www.yelp.com/biz/western-promenade-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ME,US,43.65,-70.27,#N/A,43.65-70.27,#N/A
Nationals Park,B5pKU61AcFlFUZ5XeePl5A,4,https://www.yelp.com/biz/nationals-park-washington?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,DC,US,38.87,-77.01,#N/A,38.87-77.01,#N/A
Patapsco Valley State Park,6tO5MtqwvnGrzmK2owwtlg,4,https://www.yelp.com/biz/patapsco-valley-state-park-ellicott-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.3,-76.79,#N/A,39.3-76.79,#N/A
Federal Hill Park,Wa801wQSdU0mWVGgV7ujwQ,4.5,https://www.yelp.com/biz/federal-hill-park-baltimore?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.28,-76.61,#N/A,39.28-76.61,#N/A
Hancock's Resolution Park,g8t5culQWV4IpvYfd4VkNw,4,https://www.yelp.com/biz/hancocks-resolution-park-pasadena-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.14,-76.45,#N/A,39.14-76.45,#N/A
Sherwood Gardens,DiaoiNrJQ7bUosRv5QVBgA,5,https://www.yelp.com/biz/sherwood-gardens-baltimore?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.34,-76.61,#N/A,39.34-76.61,#N/A
Lake Artemesia Natural Area,01MqN1RoH5ZlZ8o4f653Lg,4.5,https://www.yelp.com/biz/lake-artemesia-natural-area-berwyn-heights?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,38.99,-76.92,#N/A,38.99-76.92,#N/A
Washington Monument and Mount Vernon Place,AW2QBu0dTTA8EwFt6rWBJg,4.5,https://www.yelp.com/biz/washington-monument-and-mount-vernon-place-baltimore-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.3,-76.62,#N/A,39.3-76.62,#N/A
Appalachian Trail,CXw7XBi4M0d0Q0VpymEt9g,4,https://www.yelp.com/biz/appalachian-trail-annapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,38.99,-76.5,#N/A,38.99-76.5,#N/A
Shenandoah River Outfitters,GgaX8arLggRtRRyhKx_u8g,3.5,https://www.yelp.com/biz/shenandoah-river-outfitters-luray-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,VA,US,38.76,-78.43,#N/A,38.76-78.43,#N/A
Cherry Hill Park,#NAME?,4.5,https://www.yelp.com/biz/cherry-hill-park-college-park?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.03,-76.94,#N/A,39.03-76.94,#N/A
clifton park,-31DPtD90F3fn07uj8Dysg,4.5,https://www.yelp.com/biz/clifton-park-baltimore-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.32,-76.58,#N/A,39.32-76.58,#N/A
Rock Creek Trail,A4gGfk7biFgRZb1jvILI2A,4.5,https://www.yelp.com/biz/rock-creek-trail-silver-spring?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.01,-77.02,#N/A,39.01-77.02,#N/A
B&A Trail,vFQoKRWm19H3HNgzKHOiHw,4.5,https://www.yelp.com/biz/b-and-a-trail-severna-park?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.1,-76.57,#N/A,39.1-76.57,#N/A
Druid Hill Park,Pjnf-aSe0lq28LTi0GMb_A,4,https://www.yelp.com/biz/druid-hill-park-baltimore?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.32,-76.64,#N/A,39.32-76.64,#N/A
Sandy Point State Park,D3BXO0wYk1D2RxJZnCwbtQ,3.5,https://www.yelp.com/biz/sandy-point-state-park-annapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.02,-76.4,#N/A,39.02-76.4,#N/A
Eastern Neck National Wildlife Refuge,i3CQa_LB5tj-sJtp2G86Jw,4.5,https://www.yelp.com/biz/eastern-neck-national-wildlife-refuge-rock-hall?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.03,-76.23,#N/A,39.03-76.23,#N/A
Greenbelt Park,CJE1ZAEJehgzy91OlvH3gA,3.5,https://www.yelp.com/biz/greenbelt-park-greenbelt?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39,-76.89,Greenbelt Park,39-76.89,#N/A
Vander,F5H7bIZSjZluE34fvuH96Q,5,https://www.yelp.com/biz/vander-alexandria?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,VA,US,38.75,-77.08,#N/A,38.75-77.08,#N/A
Washington DC / Capitol KOA,jQ23TGnoigOsu_YPqOeeqA,2.5,https://www.yelp.com/biz/washington-dc-capitol-koa-millersville-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.07,-76.65,#N/A,39.07-76.65,#N/A
Yelp Booth: Casey Cares 5K,mxjy3TyYKf9pOrS3jrpVhw,5,https://www.yelp.com/biz/yelp-booth-casey-cares-5k-baltimore?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MD,US,39.28,-76.62,#N/A,39.28-76.62,#N/A
National Park Service,mSsPPg1iHYBFss3OVPU0-A,5,https://www.yelp.com/biz/national-park-service-quincy?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.25,-71,#N/A,42.25-71,#N/A
Arnold Arboretum,62crUnXQip4_Cdz2_HOdPA,5,https://www.yelp.com/biz/arnold-arboretum-boston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.3,-71.12,#N/A,42.3-71.12,#N/A
Boston National Historical Park,KYqs294gqe5CbCcR3AqZnw,4.5,https://www.yelp.com/biz/boston-national-historical-park-boston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.36,-71.06,Boston National Historical Park,42.36-71.06,#N/A
Adams National Historical Park,ERiuYZYBQqWNyW0vHmI0CQ,4.5,https://www.yelp.com/biz/adams-national-historical-park-quincy-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.26,-71.01,Adams National Historical Park,42.26-71.01,42.26-71.01
Savin Hill Beach/ McConnell Park,baQTLWpNC1el5B-xy0jaqA,4,https://www.yelp.com/biz/savin-hill-beach-mcconnell-park-dorchester?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.31,-71.05,#N/A,42.31-71.05,#N/A
Prospect Hill Park,yA8xSCqTcQhMq6Y5pSGHEg,4,https://www.yelp.com/biz/prospect-hill-park-waltham?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.4,-71.25,#N/A,42.4-71.25,#N/A
